gene_id	gene_name	L1_P25558_101_S30	L1_P25558_102_S31	L1_P25558_103_S32	L1_P25558_104_S33	L1_P25558_106_S35	L2_P24120_101	L2_P24120_102	L2_P24120_104	L2_P24120_105	L2_P24120_106	L3_P24120_103_S130	L3_P24120_103_S51
gene-PFKFB3	PFKFB3	561	2344.005	1777.974	3750.123	1622	3454.577	4922.472	1770.028	6246.844	1	564.229	1471.999
gene-PFKFB4	PFKFB4	348	267	617	168	523	247	1942.913	2114.011	316.993	0	338	889
gene-PFKL	PFKL	14478.275	513	5008	353	8688	675	15999.63	30161.015	446	0	5220.051	13705.026
gene-PFKM	PFKM	6958.196	76260.674	2254	177645.682	2671	50455.706	3979.947	5146.905	188482.74	2	1637	4218.251
gene-PFKP	PFKP	18330.462	552	2363.064	564	7453	943	8865.555	28491.817	834.373	1	4908	13159.368
gene-PFN1	PFN1	144536.845	4298.655	7227	5805.239	17723.971	7538.651	22856.059	81738.86	7978.826	0	12898.513	34484.548
gene-PFN2	PFN2	41	823	593	285	53	542.306	1381.111	185.047	314	0	57	156
gene-PFN3	PFN3	0	0	31	0	0	0	228	0	0	0	0	0
gene-PFN4	PFN4	12	0	0	0	0	0	0	0	0	0	1	3
gene-PGAM1	PGAM1	50193.847	2835.266	18378.751	912.176	14931.47	3521.104	44853.826	54902.73	873.302	0	12082.348	33639.181
gene-PGAM2	PGAM2	17	25147.848	10	31433.578	9	29663.252	26	1	58445.673	1	0	0
gene-PGAM5	PGAM5	2170.005	3626.301	1326.474	1233	706	4572.258	4053.504	6276.555	1914	0	1070	2872
gene-PGAP1	PGAP1	406.001	2323.19	3179	1011	3117	354	2636.786	2239.449	278	0	3322.76	8908.707
gene-PGAP2	PGAP2	2604.762	1082.822	986	574	689.001	1673.999	3433.688	3496.064	942.854	0	678.957	1870.119
gene-PGAP3	PGAP3	4745	631	2220.509	234	1210	920	8798.888	6700.11	549.005	0	895	2359
gene-PGBD5	PGBD5	11	99	65	48	37	47	301	155	87	0	20	78
gene-PGC	PGC	23	21	45	2	4	10	132	7	1	0	4	9
gene-PGD	PGD	30379.215	644	1940.689	815.008	7537	945.75	6388.39	33055.149	1197.413	0	5604.433	15008.514
gene-PGF	PGF	222.292	63.999	81.001	128	49	142.999	226	108	196	0	20.999	42
gene-PGGT1B	PGGT1B	3166.677	3374.291	1865.101	1858.942	1578	2378.076	2009.571	2891.343	1466.084	0	1598.014	4038.964
gene-PGK1	PGK1	104247.456	4954.099	10954.247	33506.007	22277.749	4856.919	21761.631	46606.769	43247.554	4	12335.985	33518.834
gene-PGK2	PGK2	0	2	0	0	1	0	0	0	2	0	0	0
gene-PGLS	PGLS	3977.002	416	1274.991	230	972	970	6149.234	7396.116	610.002	0	919	2443.97
gene-PGLYRP1	PGLYRP1	117	54	111	16	29	26	416	12	13	0	7	21
gene-PGLYRP2	PGLYRP2	107	0	12	0	79	0	37	34	0	0	12	19
gene-PGM1	PGM1	1019	19964.919	1939	13455.401	475	14662.981	4138.643	3804.574	15504.816	0	1025	2829
gene-PGM2	PGM2	40374.188	325	1702.001	620.142	16326	398	2726.3	20649.346	445.67	0	7739.729	20854.879
gene-PGM2L1	PGM2L1	156	2612	1175.001	1476.003	753	972	1079.201	723	450.068	0	730	1937.23
gene-PGM3	PGM3	2611.007	706.05	1385	1357.286	1338	522.999	1688.117	6862.566	794.849	0	2884.936	7716.013
gene-PGM5	PGM5	13706.586	5200.999	2697	12008.359	4522.227	4279.543	4137.436	4057.987	11849.627	0	1441.045	3972.179
gene-PGP	PGP	7882.05	1634	861	1173.023	1773	993.65	1686.887	2788.311	1177.985	0	706	1997.343
gene-PGPEP1	PGPEP1	3784.959	47	652	93	1620	103.001	1506	4592.682	161	0	859.001	2313.001
gene-PGPEP1L	PGPEP1L	0	26	4	8	0	39	7	0	23	0	0	0
gene-PGR	PGR	0	18	32	15	9	12	17	9	1	0	14	44
gene-PGRMC1	PGRMC1	46669.162	1622.009	13640.751	1027	8993.17	2181.565	20308.222	20096.81	735.067	0	6455.869	17638.584
gene-PGRMC2	PGRMC2	27206.765	4304.154	3057.96	1442	4896	4752.302	6030.203	18333.449	1712.458	0	4056.079	10614.335
gene-PGS1	PGS1	336	4546.981	880.987	1534.996	382	4651.662	3829	2667.444	2665.332	0	318.996	815.986
gene-PHACTR1	PHACTR1	42.571	73.998	368.335	66.128	113.913	142.128	1724.152	96.717	36.61	0	28.877	83.738
gene-PHACTR2	PHACTR2	2494.016	3801.27	4653	5941.319	2811.001	5523.707	6374.208	3247.514	5486.2	0	2077.003	5509.441
gene-PHACTR3	PHACTR3	22	0	287	2	18	4	1651	41	9	0	6	8
gene-PHACTR4	PHACTR4	5570.03	6627.837	5707.274	1749.001	3515	6632.543	18903.271	7846.098	4158.745	0	1762.001	4860.567
gene-PHAX	PHAX	1393.275	2644	2915	1139.949	523	2390.259	3617.781	1769.269	978.319	0	654.237	1745
gene-PHB	PHB	8829.288	11627.444	6080.734	11866.471	2072.633	16756.278	25696.134	22785.28	25155.42	0	2957.712	7933.869
gene-PHB2	PHB2	37853.534	23274.542	13463.656	23330.862	7776.416	34396.612	40681.219	54591.344	36104.548	0	9152.919	25117.11
gene-PHC1	PHC1	808	1468.578	1270	922.008	456	2432.999	6398.924	598	3594.992	0	189	462
gene-PHC2	PHC2	5023.101	2406.043	2699	1128	1717	3484.21	10143.996	6769.984	2071.154	0	1066	2810.689
gene-PHC3	PHC3	497.009	6951.351	4563	2913.169	2826	1202	3115.464	1244.192	1049.024	0	2163.041	5633.536
gene-PHEX	PHEX	25	7	37	6	24	3	21	0	4	0	0	4
gene-PHF1	PHF1	4809.995	9755.542	3960.999	1055.813	1497.079	12691.376	14969.025	6656.775	1604.333	0	1047	2706
gene-PHF10	PHF10	3092.988	1800.358	1490.525	1016.922	1026	2083.119	3897.084	5412.843	1432.325	0	1039.079	3040.595
gene-PHF11	PHF11	3586.585	496.548	859.781	721.088	764	792.078	2164.208	1535.245	924.081	0	281	788
gene-PHF12	PHF12	1413.031	2654	1638.003	533.999	964	4341.239	9191.94	5439.123	1672.536	0	753	2174.07
gene-PHF13	PHF13	300	628	760	88	138	898	2439.345	1257.037	161.001	0	206	590
gene-PHF14	PHF14	1864.828	1399.734	1702.999	824.12	775	626	1696.489	2247.481	405.813	0	1007	2730.2
gene-PHF19	PHF19	324	104	131	51	148	205	251	1121.004	101	0	190	452
gene-PHF2	PHF2	59	3437.723	1181	1175.839	1031	1449.001	2996.918	1656.139	2094.595	0	384	985.012
gene-PHF20	PHF20	927.222	9280.477	3914.816	2928.238	1057	3831.055	3426.711	1781.023	1850.385	0	1376.055	3723.386
gene-PHF20L1	PHF20L1	3559.057	8699.157	4803.65	3363.006	2438	6756.259	11351.927	7044.428	4047.097	0	1858.995	5116.997
gene-PHF21A	PHF21A	1776	1939	1800.999	922.002	973	2000.472	4504.968	2058.114	1484.1	0	479.097	1402.56
gene-PHF21B	PHF21B	105.315	53.94	76	37	53	79	463.532	91	130.966	0	3	11
gene-PHF23	PHF23	5547.046	4011.9	2019.589	806.999	1160	6349.568	6267.76	7311.939	1200.079	0	1266	3470.987
gene-PHF24	PHF24	70	147	30	15	838	55	41	628.002	17	0	119	305.999
gene-PHF3	PHF3	7783.396	35525.988	12963.176	9329.176	9732	11541.568	11980.22	13345.41	5102.272	0	8070.172	21504.378
gene-PHF5A	PHF5A	6462.719	6310.601	2661	1982	1365	7313.251	4602.842	5511.886	2070.56	0	1552.03	4049.028
gene-PHF6	PHF6	788.018	1745	1913.018	705	615	930.999	2194.404	1223.745	476.021	0	746.001	1999.238
gene-PHF7	PHF7	389	199	228	97	158	319	522	901.074	159	0	203	524
gene-PHF8	PHF8	2835.631	2823.043	2231.808	1232.018	2719	3783.428	8462.083	5377.796	2539.115	0	1235.457	3428.899
gene-PHGDH	PHGDH	993	255	320	190	617.743	448.002	983.533	7594.762	309.995	0	1205.901	3298.859
gene-PHIP	PHIP	2418.176	10912.614	9000.312	7896.43	4316	4430.375	5158.621	3282.213	2452.215	0	3989.056	10440.536
gene-PHKA1	PHKA1	522	9776.984	3495.513	15782.833	370	4158.756	5446.451	333	14681.864	0	135	456.994
gene-PHKA2	PHKA2	229	134	242.989	1092.003	298	94	537.806	587.651	1509.481	0	170	485.581
gene-PHKB	PHKB	1275	6831.158	2267	4785.015	1065.15	5554.028	6344.834	5157.234	8154.288	0	1273	3334.757
gene-PHKG1	PHKG1	266.006	3487.008	366	7864.748	277	1877	622.868	162	13042.9	0	97	277.329
gene-PHKG2	PHKG2	5549.753	2541.485	2644.437	1050.536	1895.054	4008.787	9319.269	9187.79	1562.033	0	1708.679	4454.372
gene-PHLDA2	PHLDA2	57	10	801	9	44	9	746.343	314	10	0	177	481
gene-PHLDB1	PHLDB1	759	3379.002	594	3084.012	657	3419.649	2104.976	1662.126	5145.167	0	320	840
gene-PHLDB2	PHLDB2	1032.219	1566.134	14213.636	955.239	914	1979	18466.901	914.142	757.434	0	466	1255
gene-PHLDB3	PHLDB3	1480.041	26	197	70	684	27	728.984	1623.26	77.662	0	176	538
gene-PHLPP1	PHLPP1	566	6782.689	2997.888	1408.05	1265	3141	4419.844	1886.699	1418.001	0	707.19	1849.419
gene-PHLPP2	PHLPP2	16603.529	1778.381	8217.867	741.01	22321.994	1469	7111.277	21721.088	389	0	14224.935	39110.519
gene-PHOSPHO1	PHOSPHO1	984.612	7951.279	31.099	1125.486	280.749	11348.814	134.965	335.896	2520.827	0	62.148	151.51
gene-PHOSPHO2	PHOSPHO2	5081.304	7765.028	1470.734	6033.385	829.999	7097.248	2158.375	2581.425	4597.294	0	792.998	2227.437
gene-PHOX2A	PHOX2A	16	0	0	0	0	0	1	6	0	0	0	0
gene-PHOX2B	PHOX2B	54	0	0	0	63	0	0	88.976	0	0	24	82
gene-PHPT1	PHPT1	1804.998	644.029	385	1136	347	830.991	1474.088	1817.872	1491.353	0	369	877.003
gene-PHRF1	PHRF1	1666.556	3978	1379	861.21	2965	2180	4435.181	4690.853	1260.001	0	770	2178
gene-PHTF1	PHTF1	3684.468	377	1459.507	220.029	1428	409	3444.662	4563.438	388.156	0	956.196	2638.569
gene-PHTF2	PHTF2	356	8608.815	1013.958	11417.014	645	4414.208	1088.277	872.555	13318.468	0	641	1679
gene-PHYH	PHYH	44848.08	195948.778	83749.394	139049.241	9124.999	230435.802	148985.49	33684.654	159569.782	6	8030.996	21716.612
gene-PHYHD1	PHYHD1	4994.975	394	697	573	2250	795.826	2411.923	5455.315	1189.799	0	670	1889
gene-PHYHIP	PHYHIP	33	29	8	0	12	55	29	48	4	0	10	21
gene-PHYHIPL	PHYHIPL	1316	466.551	2561.058	12	925.799	315.759	2707.437	2348.121	19	0	1173.538	3031.548
gene-PHYKPL	PHYKPL	931.001	1265	1552	604	700.001	1556.048	3784.438	2132.139	922.09	0	597	1674
gene-PI15	PI15	33	2	7	25	30	3	7	15	11	0	21	50
gene-PI16	PI16	208	1435	326	2651	68	4750.14	1872	1191	7249.008	0	72.001	211.999
gene-PI4K2A	PI4K2A	22813.416	5669.009	5744.01	1198.012	8503.03	6568.251	19007.574	15799.635	2255.205	0	3133.878	8575.879
gene-PI4K2B	PI4K2B	2087.709	170	1551.173	288	1626	213	1609.009	2621.512	142	0	1461	4042.632
gene-PI4KA	PI4KA	28859.633	2996.012	8697.024	1426	21056.102	3936.184	26520.984	45853.331	2221.164	0	9358.146	26422.71
gene-PI4KB	PI4KB	6646.821	4761	4428.537	1476.989	5709	5131.601	15549.393	24058.191	2497.774	0	4430.41	11920.657
gene-PIANP	PIANP	161	2	4	0	29	16	181	159	12	0	7	11
gene-PIAS1	PIAS1	4296.387	7254.823	5893.28	3589.425	3810	2474.228	5806.505	3384.589	2541.174	0	2375.126	6446.253
gene-PIAS2	PIAS2	1386.015	13676.959	4489.991	4168.74	705	13013.79	8938.414	2951.513	6077.281	0	842	2375.301
gene-PIAS3	PIAS3	1871.913	588.991	936.424	585.484	886.336	942.018	4423.99	2134.692	2136.377	0	316.715	836.523
gene-PIAS4	PIAS4	975.04	1055	1232	474	984	1312.067	3825.432	4252.076	888.01	0	765	2222
gene-PIBF1	PIBF1	467	679	870	673.981	537	364	682.12	749.002	318.04	0	459	1155.537
gene-PICALM	PICALM	33563.242	26014.671	38822	14250.848	15297.586	20700.824	60793.049	44206.23	10805.47	1	15371.041	41607.816
gene-PICK1	PICK1	804	1554.001	808	691	421.558	1662.059	2932.943	2697.974	1165.466	0	483.092	1132
gene-PID1	PID1	923	782	617	657	278	1538.243	1086.96	1666.658	636	0	460	1251
gene-PIDD1	PIDD1	30	22	38	24	63	14	96	307	68	0	38	111
gene-PIEZO1	PIEZO1	2604.488	997	7375	580	3910.049	2308.571	36427.084	13896.691	1336.137	0	2178.907	5589.636
gene-PIEZO2	PIEZO2	74	97	291	244	125	111	413	154	133	0	63	185
gene-PIF1	PIF1	66	1	4	7	50	3	13	135	1	0	28	77
gene-PIFO	PIFO	10	0	0	0	3	0	0	52	0	0	4	27
gene-PIGA	PIGA	468	1004	1277	355	438	506	1013.003	1151.012	184	0	734	2215
gene-PIGB	PIGB	1196.728	327.514	504.966	334.77	283.123	309.019	1005.703	1172.031	457.749	0	325.834	866.992
gene-PIGC	PIGC	9347.941	4041	1976	2326	1901	5176.68	4846.209	9322.323	3266.138	0	2088	5547.878
gene-PIGF	PIGF	1967.607	680.003	1270.591	306.118	356.344	951.201	2538.669	2764.611	306.215	0	707.8	2031.613
gene-PIGG	PIGG	1107	6188.019	4167.52	1157	1695	3875.609	8546.933	6216.93	1375.62	0	1598.92	4174.288
gene-PIGH	PIGH	6717.723	1514	1843	2241.056	1145	1579.013	2913.326	2513.399	1954.955	0	730	1959.028
gene-PIGK	PIGK	1816.967	1717.727	2532.067	2206.577	765.007	641.289	2826.959	2414.94	1434.548	0	1146.949	3007.135
gene-PIGL	PIGL	277	355	276	113.036	530.001	257	737.093	597.004	149	0	140.619	380
gene-PIGM	PIGM	1443	668	490	132	512	624	1285.005	1746.103	193	0	359	871.035
gene-PIGN	PIGN	1145.162	1994.136	2141.275	1029.372	1177	750.528	2356.338	2745.177	768.166	0	1519.022	4103.467
gene-PIGO	PIGO	8031.448	5305.849	6619.862	5703.777	7296	4166.739	16963.739	16370.472	13197.13	0	4592.871	12238.375
gene-PIGP	PIGP	1386	2904	2453	3546.01	313	3979.161	4505.961	3371.937	3181.65	0	844	2328.119
gene-PIGQ	PIGQ	2352.247	1966	2992	1326.876	1054.001	2812.066	13270.745	4612.504	2796.304	0	586	1747
gene-PIGR	PIGR	62888.276	0	191	8	104837.986	0	355.894	267196.314	0	1	101428.624	278406.76
gene-PIGS	PIGS	3834.024	2856.38	6123.006	1948.973	1532	4040.53	20789.516	9667.696	3479.382	0	1817.596	5004.06
gene-PIGT	PIGT	5795.158	2248.128	4274	745	2398	2821.829	16145.192	12635.951	1527.01	0	1517	4273.166
gene-PIGU	PIGU	2127.08	1104.021	813	493.199	471	1414.37	2325.555	3399.954	705.839	0	596	1623
gene-PIGV	PIGV	591.179	899	1246	775	481	620.067	2059.327	1683.076	1134.012	0	625.007	1664.006
gene-PIGW	PIGW	632.046	586.007	1026	260.174	301	536	1408.069	1458.051	238.001	0	563	1490.112
gene-PIGX	PIGX	1472.43	539	562	660.873	194	640.777	894.141	1164.212	556	0	344	901
gene-PIGY	PIGY	4359.632	3947.342	2066.249	3589.391	875.005	4313.808	3150.089	2788.05	2841.596	0	888.837	2426.415
gene-PIGZ	PIGZ	63	208	155	44	10	62	166	9	127	0	21	63
gene-PIH1D1	PIH1D1	5154.409	752	580	416	886	1031.012	1916.038	3411.396	609.049	0	649	1680
gene-PIH1D2	PIH1D2	71	74.011	325	26	15	105	400.002	189.1	13	0	88	198
gene-PIH1D3	PIH1D3	5	6	34	10	2	6	41	3	4	0	1	7
gene-PIK3AP1	PIK3AP1	271	254	771	340.001	426	96	1390	541.654	177	0	276	792
gene-PIK3C2A	PIK3C2A	3310.324	7025.208	26540.861	6093.349	5693	3117.153	11750.355	7454.847	2456.484	0	7760.59	20478.29
gene-PIK3C2B	PIK3C2B	718.094	681	771.002	428	4018	1019.184	2942.579	11952.318	811.154	0	2307	6245.997
gene-PIK3C2G	PIK3C2G	132	1	152	5	443	0	87	36	3	0	82	214
gene-PIK3C3	PIK3C3	676	3953	3252.125	2819.214	1074	1404.001	2306.961	1436.642	2008.842	0	1108.017	2877.289
gene-PIK3CA	PIK3CA	1470.006	12313.942	7402.177	7298.643	2301	4566.701	4331.185	2848.562	2740.219	0	2786.466	7498.748
gene-PIK3CB	PIK3CB	3031	12582.645	13104.294	2179.048	2217	6455.371	16943.011	5744.09	2533.057	0	2329.907	6199.572
gene-PIK3CD	PIK3CD	2318.999	329	712	333	1026	344	1024.016	1396.999	313	0	470	1368.27
gene-PIK3CG	PIK3CG	181	152	70	534	1053	51	36	296	151.007	0	227	719
gene-PIK3IP1	PIK3IP1	1663	333	927	2099	608	518	2570.278	403	2563.164	0	157	407
gene-PIK3R1	PIK3R1	18601.015	52842.963	23248.036	29661.512	18419.57	23132.35	24377.479	7346.232	27057.41	1	5032.043	13829.864
gene-PIK3R2	PIK3R2	2117.85	568.274	1192.4	512.73	1152.543	1043.64	7522.067	4536.943	1384.33	0	469.853	1174.102
gene-PIK3R3	PIK3R3	149	956	2692.255	858	354	769.015	4817.554	885.004	372.002	0	501	1281.002
gene-PIK3R4	PIK3R4	1432.04	3984.092	4908.288	2037	1526	2108.233	5073.186	3700.198	1767.013	0	2145.017	5875.386
gene-PIK3R5	PIK3R5	446.001	51	37	127	313	72	110.188	323.006	181	0	47	115
gene-PIK3R6	PIK3R6	234	18	35	77	74	16	138	54	258	0	10	21
gene-PIKFYVE	PIKFYVE	649.991	4301.845	9478.435	1809.01	2232.464	2051.018	11489.068	3232.202	1365.016	0	2088.899	5503.655
gene-PILRA	PILRA	516.049	49.862	79.851	59.144	89.911	35.175	140.613	319.694	62.879	0	74.234	181.178
gene-PIM1	PIM1	558	590	324	126	1384	311	715.209	1794.597	95	0	413	1086.983
gene-PIM2	PIM2	106	61	115	70	115	62	234	120	52	0	91	228
gene-PIM3	PIM3	311	2183	863	253	262	1606.003	1973.229	386	381.14	0	88	290
gene-PIN1	PIN1	1731.243	2336	1183	1465	361	2718.984	3025.545	2661.402	2088.009	0	551	1619
gene-PIN4	PIN4	2301.507	613	699	1151.976	233	870.552	1272.443	1781.388	949.522	0	388.444	1020
gene-PINK1	PINK1	8497.758	113030.796	8186	49342.788	2241	122879.102	20143.638	6824.758	79020.203	3	1409	3975.563
gene-PINLYP	PINLYP	1	0	1	2	0	0	0	3	0	0	0	0
gene-PINX1	PINX1	971	407	701.054	429	152	579	1140.001	1189.445	375.075	0	296	717
gene-PIP	PIP	0	0	6	0	0	0	4	0	0	0	0	0
gene-PIP4K2A	PIP4K2A	1777.001	379	390	740.029	1021	531	915.831	1086	717.614	0	374	953
gene-PIP4K2B	PIP4K2B	1228.001	10371.509	3514.488	5594.017	977	8216.102	8417.127	2535.209	8329.855	0	784.715	2206.144
gene-PIP4K2C	PIP4K2C	14713.854	3144.907	10710.74	1400	8647	2796	27078.713	30924.492	2091.007	0	7622.553	20865.981
gene-PIP5K1A	PIP5K1A	6429.854	3947.695	3080	1370.009	3733	4618.937	8550.219	8237.977	1842.124	0	2414.27	6647.706
gene-PIP5K1B	PIP5K1B	1872.507	68	594	93	1859	66	1347.094	4878.293	47	0	1805.999	4780.784
gene-PIP5K1C	PIP5K1C	7110.274	1078	4304.003	748	4461	2517	13473.887	15042.311	1652.009	5	2788	7065.188
gene-PIP5KL1	PIP5KL1	42	0	52	0	8	2	84	10	0	0	0	5
gene-PIPOX	PIPOX	4631.118	1	10406.996	0	1038	0	18289.894	5716.586	0	0	1423.122	4001.181
gene-PIR	PIR	850.853	635.015	205	296	158	784	468.999	298	324	0	53	153
gene-PIRT	PIRT	46	0	164	1	368	0	352	886.001	0	0	125	350.057
gene-PISD	PISD	3070.601	1671.003	864.001	922.004	1621.999	2383.001	4059.196	7181.773	1685.102	0	1017.829	2832.571
gene-PITHD1	PITHD1	2822.018	5956.789	3422.83	2006	632	7910	7633.654	4441.196	1836.778	0	1066	3063
gene-PITPNA	PITPNA	86898.29	10180.77	7526.033	4477.609	22780	11791.977	21017.962	105520.625	7666.561	0	22585.276	61601.284
gene-PITPNB	PITPNB	7277.968	1737.254	2028.999	584	6235	1424.001	4238.724	10601.413	1021.196	0	2861.797	7658.418
gene-PITPNC1	PITPNC1	1869.058	6496.858	5600.242	4481.169	1343.999	5717.491	7224.138	1969.016	7325.242	0	760	1965.999
gene-PITPNM1	PITPNM1	2490	1397	672	1879	3473.305	1122	2677.128	9950.105	3599.919	0	1689	4292.019
gene-PITPNM2	PITPNM2	339.037	578	334	371.046	727	416.089	1778.069	1999.309	538.008	0	358	1056
gene-PITPNM3	PITPNM3	368.229	56.153	104.308	21.052	190.555	198.27	597.018	426.335	44.055	0	62.196	190.764
gene-PITRM1	PITRM1	1435.792	10857.014	4367	5454.677	1069	8915.59	9396.337	8247.739	7205.716	0	2414	6391.404
gene-PITX1	PITX1	1	152	0	16	4	213	0	45	63	0	11	22
gene-PITX2	PITX2	904	715	388	197	291	1008	924.011	1133.682	303	0	215	660
gene-PITX3	PITX3	1	44	9	83	0	16	4	3	149	0	1	3
gene-PIWIL1	PIWIL1	0	0	0	0	0	0	2	0	0	0	0	0
gene-PIWIL2	PIWIL2	0	1	2	1	3	4	8	41	0	0	16	33
gene-PIWIL4	PIWIL4	20.951	0	165.074	0	4	2	437.36	205.662	0	0	37	135
gene-PJA1	PJA1	562	500	2080.117	677	318	476	4290.794	1075.107	697.346	0	348	933
gene-PJA2	PJA2	1847.098	23943.369	8703.949	14044.822	3093	7417.096	6435.231	4888.475	5274.483	0	3817.277	10214.753
gene-PKD1	PKD1	2386.027	12802.838	3609	4075	5086	8998.39	8597.258	4382.732	6112.366	0	1151	3294
gene-PKD1L1	PKD1L1	0	32	179	8	36	15	461	51	10	0	22	44
gene-PKD1L2	PKD1L2	0	0	0	0	0	0	0	0	0	0	0	0
gene-PKD1L3	PKD1L3	677.846	626.774	536.653	151.682	582.819	605.542	1056.031	996.173	188.743	0	419.898	1148.432
gene-PKD2	PKD2	417	1461	7368.605	1654	1311	1082.017	7412.039	1389.343	819.246	0	913.002	2475.91
gene-PKD2L1	PKD2L1	6	33	30	10	3	98.001	95	48	9	0	20	41
gene-PKD2L2	PKD2L2	6	55	81	5	19	23	12	4	1	0	31	67
gene-PKDCC	PKDCC	1982.275	6530.06	544	3742	675	8223.092	1655.075	5959.389	4561.486	0	1109.999	3058.012
gene-PKDREJ	PKDREJ	236.006	947	500.02	311	1044	467.017	816.038	1457.122	374	0	531	1423
gene-PKHD1	PKHD1	0	9	10183.458	1	47	4	7530.034	1	0	0	4	10
gene-PKHD1L1	PKHD1L1	649	818	2616.794	326	1114	981	2252.177	684	203.31	0	418	1130
gene-PKIA	PKIA	991.001	27377.128	675	57306.334	634	16553.337	1886.309	2277.006	52295.497	0	736	1910.011
gene-PKIB	PKIB	2218.221	384	332	356	706.001	572	534.001	996.042	253	0	266	675
gene-PKIG	PKIG	2236.431	2691.032	810	2159.189	552	2552	2225.769	1821.983	2700.789	0	464	1342.192
gene-PKLR	PKLR	3910.011	88	3049	29	1312	261	10279.556	699	74	0	86	237
gene-PKM	PKM	128525.393	96457.723	27585.16	58325.992	34975.999	126753.814	109891.538	180273.682	114502.351	2	32473.551	88994.336
gene-PKMYT1	PKMYT1	1307.884	762	389	442	926	649.195	1195.037	2738.322	717.025	0	512	1301
gene-PKN1	PKN1	13522.599	10226.708	4389.771	3574.047	5829	10974.132	15253.115	19523.406	5314.247	0	3232.545	9010.369
gene-PKN2	PKN2	2800.103	10397.913	10022.484	4397.864	7382.108	3242.988	5987.92	7099.219	2035.884	0	6441.248	17513.943
gene-PKN3	PKN3	105	47	80	111	81	103	270	201	120	0	15.035	59.037
gene-PKNOX1	PKNOX1	726	1876.562	1969.184	571	493	1423.989	3630.161	1888.074	583.214	0	782	2093.007
gene-PKNOX2	PKNOX2	4	939	48	412	43	825	348.079	79	1956.233	0	8	12
gene-PKP1	PKP1	9	4	6	0	15	4	30	68	0	0	11	27
gene-PKP2	PKP2	19570.167	89	3655.151	72	12810	54	6170.538	19684.611	49	0	6808.361	18506.676
gene-PKP3	PKP3	4438.533	0	45	3	2783	2	174	4440.589	1	0	818	2250
gene-PKP4	PKP4	6722.624	2930.445	32992.788	3467.795	3086.999	4079.272	60675.817	9585.904	3840.943	0	3284.564	8734.746
gene-PLA1A	PLA1A	202	455.999	315	484.004	71	783.93	669.278	162	644.957	0	60	146.003
gene-PLA2G12A	PLA2G12A	5020.592	42530.346	9853.68	7893.013	1128	51132.391	17636.177	8651.516	8300.121	1	2356.678	6231.461
gene-PLA2G12B	PLA2G12B	14842.291	1	353	0	2891	0	460	8410.803	0	0	2190	6084
gene-PLA2G15	PLA2G15	165.768	4216	8819.891	979	290	2243	24760.63	1878.135	1648.081	0	388	941
gene-PLA2G1B	PLA2G1B	52932.072	4	242	0	3776	1	679	1483.982	8	0	315	781.888
gene-PLA2G2A	PLA2G2A	13	0	0	6	13	0	13	584	4	0	279	757
gene-PLA2G2C	PLA2G2C	18	3	69	0	8	6	305	9	0	0	0	0
gene-PLA2G2D	PLA2G2D	134.035	0	0	38	21	0	0	0	79	0	0	0
gene-PLA2G2E	PLA2G2E	32	1	0	0	8	1	2	8	0	0	1	4
gene-PLA2G2F	PLA2G2F	8	0	0	0	5	0	0	12	0	0	0	0
gene-PLA2G3	PLA2G3	17	3	71	1	24	4	166	15	0	0	10	10
gene-PLA2G4A	PLA2G4A	480	164.011	806.138	386	426	67.936	617	427.933	117	0	295.372	761.365
gene-PLA2G4D	PLA2G4D	0	0	0	0	0	0	8	0	0	0	0	0
gene-PLA2G4E	PLA2G4E	50	4	3	53	42	4	13	0	66	0	0	3
gene-PLA2G4F	PLA2G4F	314	3	78	0	595	1	474	2282.408	0	0	390	1067.954
gene-PLA2G5	PLA2G5	10	0	2	1	5	0	0	0	0	0	0	0
gene-PLA2G6	PLA2G6	9650.266	3519.91	1178	1662.088	5049	3179.274	4333.146	15881.587	3277.462	0	2430.066	6795.013
gene-PLA2G7	PLA2G7	706.003	1768.795	180	3841.545	226	2121.547	304	254.982	3080.454	0	85	250
gene-PLA2R1	PLA2R1	723.001	704	4364	1938.602	1078	679	2915.089	1351.581	1147.262	0	956	2552.022
gene-PLAA	PLAA	5484.669	5056.654	3146.101	3155.643	1607	6051.526	7430.615	8494.131	4195.876	0	1900.072	5230.421
gene-PLAC1	PLAC1	0	0	1	0	2	0	0	1	0	0	0	0
gene-PLAC8	PLAC8	179424.111	50	43	136.018	19994.938	59	70	39005.531	143.003	0	7774.285	21240.086
gene-PLAC8L1	PLAC8L1	13	6	2	4	3	5	7	3	8	0	1	1
gene-PLAC9	PLAC9	14	51	7	71	15	162	39	97	157	0	6	22
gene-PLAG1	PLAG1	400.999	291	1180	204	665	197	1184.489	525.15	98	0	390	991.1
gene-PLAGL1	PLAGL1	446	643	726	921.001	284	1269.001	2458.044	656.026	1478.993	0	134	386
gene-PLAGL2	PLAGL2	2662.001	738	828	204	2226	381	1870.288	6969.523	296	0	2125.035	5708.451
gene-PLAT	PLAT	15963.842	371	6364	1188.154	8280	417.001	12765.829	6627.716	986.135	0	2321.001	5998.428
gene-PLAU	PLAU	720.186	1518.004	10861.258	1937.004	200	4109.692	33172.852	617.058	3199.125	0	108	343
gene-PLAUR	PLAUR	915.047	201	180	141	247	242	520	1227.653	300	0	200	482
gene-PLB1	PLB1	39672.049	155	289	31	29016	198	944.341	54945.526	32	0	11018.099	30411.298
