gene_id	gene_name	L1_P25558_101_S30	L1_P25558_102_S31	L1_P25558_103_S32	L1_P25558_104_S33	L1_P25558_106_S35	L2_P24120_101	L2_P24120_102	L2_P24120_104	L2_P24120_105	L2_P24120_106	L3_P24120_103_S130	L3_P24120_103_S51
gene-SLC12A4	SLC12A4	2.129982	7.423529	8.826693	7.833587	4.771748	10.80119	14.213185	3.396541	9.16764	0	2.12745	2.338996
gene-SLC12A5	SLC12A5	0.015327	0	0.072512	0.035542	0.161387	0.009756	0.141201	0.017406	0.043866	0	0	0
gene-SLC12A6	SLC12A6	4.418904	93.702531	97.280044	32.252727	20.112287	34.940877	30.690046	10.782156	23.057186	0	32.91688	33.445198
gene-SLC12A7	SLC12A7	53.614574	1.501386	41.63404	2.244844	99.965295	1.510815	46.664529	83.480232	2.458504	176.408751	80.90359	79.710969
gene-SLC12A8	SLC12A8	9.508578	0.014454	0.462339	0.045342	12.010883	0.049956	0.649588	10.595893	0.00702	0	8.713575	9.123785
gene-SLC12A9	SLC12A9	6.103418	2.794321	11.484285	3.35725	9.75015	3.603492	17.642381	9.080354	5.221917	0	6.691696	6.777724
gene-SLC13A1	SLC13A1	215.662628	0	33.075618	0	182.344331	0	18.91808	457.01348	0	0	569.455041	567.640282
gene-SLC13A2	SLC13A2	222.32672	0	33.053954	0	303.63153	0	42.51066	547.385407	0	0	315.613978	311.098461
gene-SLC13A3	SLC13A3	0.355149	2.275143	419.112505	3.384197	0.412994	2.970725	483.24798	0.338469	1.76795	0	0.146132	0.216407
gene-SLC13A4	SLC13A4	0.214711	10.198943	3.24272	7.572869	1.960616	8.213601	0.296033	0.334092	6.371591	0	2.115228	2.244391
gene-SLC13A5	SLC13A5	0	0	112.596215	0	0.014645	0	161.916685	0.034682	0.004965	0	0	0
gene-SLC14A1	SLC14A1	1.037674	0.196116	6.356155	0.117374	2.092154	0.334096	6.91981	4.932707	0.140034	0	12.494429	12.471349
gene-SLC14A2	SLC14A2	0.065162	0.053247	150.330043	0.013357	0.111426	0.220439	334.287357	0.078443	0.025738	0	0.056118	0.087919
gene-SLC15A1	SLC15A1	989.9345	0.388785	5.362245	0.532029	1099.958155	0.350063	5.447973	929.865208	0.359277	267.49667	1222.424551	1231.583828
gene-SLC15A2	SLC15A2	0.082873	0.201634	46.856086	0.756604	0.179932	0.252235	22.027047	0.035294	0.328001	0	0.189035	0.215783
gene-SLC15A3	SLC15A3	1.094316	1.067544	2.038558	2.103937	2.300691	1.631804	4.836261	2.260988	3.22729	0	0.826195	0.902805
gene-SLC15A4	SLC15A4	9.240859	80.106591	20.294616	9.854446	13.852544	63.13294	27.137762	12.269743	13.785067	0	11.180169	10.604852
gene-SLC15A5	SLC15A5	0	0.045597	0.020836	0.028638	0	0.019903	0.009002	0.007088	0.011189	0	0	0
gene-SLC16A1	SLC16A1	11.970024	221.630895	228.080569	167.530883	26.227586	61.350549	71.049813	68.506486	63.339177	0	159.740194	155.47353
gene-SLC16A10	SLC16A10	19.671903	10.275688	64.05026	2.482705	82.613755	1.858739	10.169602	34.125865	0.522495	0	123.253143	125.8707
gene-SLC16A11	SLC16A11	0	0.118875	0.760433	0	0.122455	0.027175	0.565631	0.019232	0.061162	0	0	0
gene-SLC16A12	SLC16A12	0.02816	0.026048	60.500611	0.222146	0.296921	0.004479	21.750446	0.089516	0.025174	0	0.442966	0.502523
gene-SLC16A13	SLC16A13	0.807147	0.298631	14.85939	0.249887	0.470574	0.733024	21.544611	1.665359	0.355476	0	1.022408	1.178017
gene-SLC16A14	SLC16A14	0.02257	0.545282	0.396655	0.900406	0.332807	0.59375	0.181913	0.225534	0.37676	0	0.427261	0.389788
gene-SLC16A2	SLC16A2	1.196556	1.60803	12.262901	4.201791	2.988802	1.711608	11.671085	1.158087	3.13451	0	2.075061	1.937832
gene-SLC16A3	SLC16A3	9.758191	0.135002	22.722262	0.268493	12.754342	0.206168	26.217829	32.073017	0.187651	0	28.739508	27.566509
gene-SLC16A4	SLC16A4	0.156804	1.601529	98.825229	1.075229	4.302647	0.649687	50.815494	0.238378	0.039772	0	2.87443	3.06341
gene-SLC16A5	SLC16A5	2.492826	0.208514	5.849568	0.719084	5.971968	0.147254	10.45748	17.059267	0.522415	0	11.874001	11.411579
gene-SLC16A6	SLC16A6	0.573565	5.485332	1.229404	3.575884	1.812662	2.603626	0.450493	1.338087	4.329119	0	2.719588	2.39372
gene-SLC16A7	SLC16A7	0.527004	70.851664	69.001736	20.788577	5.048545	17.367597	21.548593	2.445357	6.731278	0	8.099091	9.354468
gene-SLC16A9	SLC16A9	3.958536	2.561402	928.333212	4.566541	7.694086	1.685795	420.248877	21.579545	3.159941	0	38.381397	39.303727
gene-SLC17A4	SLC17A4	2.343129	0.012021	0.856921	0	3.210398	0.01051	2.926044	1.304735	0	0	0.13095	0.279002
gene-SLC17A5	SLC17A5	30.47859	34.87917	186.812686	25.764	40.323782	35.084059	157.605339	128.35063	19.846361	0	171.913871	169.918044
gene-SLC17A6	SLC17A6	0	0.015843	0	0	0	0.022708	0	0	0	0	0	0
gene-SLC17A7	SLC17A7	0.095413	0.042245	0.128699	0	0.076927	0.152026	0.292764	1.125707	0.080911	0	0.250846	0.321523
gene-SLC17A8	SLC17A8	0.103224	0.096429	0.208304	0	0.14908	0.015207	0.261363	0.113828	0.042739	0	0.144029	0.257831
gene-SLC17A9	SLC17A9	4.891169	0.185661	0.358075	0.294539	9.286432	0.344479	0.634414	14.336412	0.651417	0	9.241964	8.869784
gene-SLC18A1	SLC18A1	0.349433	0	0.051419	0	0.709498	0	0.115379	1.473054	0	0	1.387685	1.605741
gene-SLC18B1	SLC18B1	8.449273	20.558431	14.545628	17.350136	8.492774	16.331913	10.964897	16.16916	15.117085	0	20.670541	19.460744
gene-SLC19A1	SLC19A1	21.104364	4.27519	30.659093	1.435702	22.93405	3.548187	36.426339	37.864019	2.696422	0	24.034151	24.164295
gene-SLC19A2	SLC19A2	2.070042	90.171413	47.673749	38.234561	3.610846	34.906784	14.57587	1.763414	25.936952	255.153232	6.512404	6.511977
gene-SLC19A3	SLC19A3	2.268261	0	8.211154	0	14.140345	0	4.565342	24.830759	0	0	34.46039	36.39348
gene-SLC1A1	SLC1A1	0.43126	0.396631	375.319278	0.039324	40.014068	0.045451	118.519807	13.924493	0.01022	0	31.671968	31.829283
gene-SLC1A2	SLC1A2	0.098806	0.873469	0.371223	11.232676	0.55923	0.222969	0.171692	0.125999	5.84446	0	0.664177	0.709557
gene-SLC1A3	SLC1A3	2.795059	123.43132	0.872843	63.465031	7.480662	78.161735	0.925892	5.896903	80.878518	0	6.455169	6.192495
gene-SLC1A4	SLC1A4	0.343065	0.474794	2.496992	0.418209	3.272078	0.274244	2.725902	2.07886	0.162264	0	3.604626	3.430386
gene-SLC1A5	SLC1A5	1.710537	10.272789	101.461393	4.700587	10.193052	11.646219	53.657022	7.535574	4.577137	0	12.373462	11.94407
gene-SLC1A6	SLC1A6	0.07499	0	0	0	0	0	0	0.015031	0	0	0.113002	0.052328
gene-SLC1A7	SLC1A7	0.0618	0.015189	0.013882	0.028591	0.075473	0.013136	0.017824	0.014052	0	0	0.041615	0.069347
gene-SLC20A1	SLC20A1	17.536088	6.697373	86.455403	6.415376	33.800604	7.400105	77.623653	35.848853	6.307099	0	42.935497	43.345001
gene-SLC20A2	SLC20A2	14.02334	68.304117	71.78146	81.300635	22.895418	35.806386	50.627809	12.344191	68.708454	0	20.049112	21.028612
gene-SLC22A11	SLC22A11	0	0	6.773591	0.214518	0	0.023025	8.695064	0	0.349513	0	0	0
gene-SLC22A12	SLC22A12	0	56.013144	13.351468	26.591848	0.020167	19.347209	17.526197	0	50.120417	0	0.039195	0
gene-SLC22A13	SLC22A13	27.399503	0.201831	2.273397	0.054735	58.172122	0.220575	2.009734	37.913723	0.063303	0	50.477029	49.400251
gene-SLC22A14	SLC22A14	0.504935	0.206623	0.604286	0.062243	0.949469	0.143193	0.498699	1.924574	0.008049	0	1.380878	1.872831
gene-SLC22A15	SLC22A15	0.534467	0.910798	5.392464	0.857744	4.635938	1.394915	7.834976	2.534238	0.842218	0	2.817855	2.529272
gene-SLC22A16	SLC22A16	0	0.032283	0.236029	0.08109	0.015204	0	0.161212	0.046774	0.010545	0	0	0
gene-SLC22A17	SLC22A17	5.129735	1.534293	2.246448	1.483466	3.066244	2.621509	3.79316	5.383006	2.103518	0	2.401847	2.374552
gene-SLC22A2	SLC22A2	0.009806	0.010793	47.129757	0.054222	0.045746	0.009408	60.93687	0.006702	0	0	0	0.010939
gene-SLC22A23	SLC22A23	11.899449	27.572968	71.126376	6.157431	44.693522	11.788045	45.181251	13.421871	6.806877	0	20.648521	19.191185
gene-SLC22A31	SLC22A31	0.030224	1.377392	0.759483	0.018012	0.06678	0.397523	1.671863	0.087797	0.015762	0	0.202442	0.086967
gene-SLC22A4	SLC22A4	10.29492	6.337908	58.829416	2.844483	13.307151	5.42429	42.748681	17.734737	2.384534	0	19.469399	20.009707
gene-SLC22A5	SLC22A5	27.974268	7.55087	229.694347	1.819663	47.65555	8.324675	247.399401	26.989244	3.000541	0	19.066342	20.067468
gene-SLC22A7	SLC22A7	13.040055	0.037368	4.844727	0	16.505204	0.016228	6.314415	19.048192	0	0	12.813005	12.547514
gene-SLC23A1	SLC23A1	57.399943	0.270497	64.314264	0.587799	47.697957	0.105316	72.920123	48.405395	0.154832	0	34.607661	34.470458
gene-SLC23A2	SLC23A2	1.391415	9.839004	25.756589	12.213922	10.432646	4.122696	15.095714	6.320029	9.843811	0	11.653411	11.820446
gene-SLC23A3	SLC23A3	1.185748	0.227151	49.481674	0.29611	0.780057	0.583429	67.429063	2.629992	0.442945	0	1.545283	1.452005
gene-SLC24A1	SLC24A1	0.125339	1.162752	2.538404	0.409084	0.323847	0.801758	2.869328	0.283906	0.191442	0	0.659194	0.58146
gene-SLC24A2	SLC24A2	0.013041	3.224014	3.551235	0.315408	0.150558	2.093715	1.599129	0.150299	0.353762	0	0.25166	0.294179
gene-SLC24A3	SLC24A3	7.605382	0.173819	1.097593	0.930032	7.211915	0.217418	1.495614	6.045035	0.386943	0	6.023735	5.880658
gene-SLC24A4	SLC24A4	0	0.088865	0.037485	0.017154	0.116593	0.118018	0.176148	0.037885	0.112766	0	0.018735	0.027749
gene-SLC24A5	SLC24A5	0.407935	0.363433	7.15378	1.070602	0.689301	0.368017	3.801346	1.503022	0.870397	0	2.140729	2.193461
gene-SLC25A1	SLC25A1	137.005226	7.050376	206.328511	5.307711	144.339045	13.477744	312.988876	250.26025	5.476002	0	168.363128	173.76114
gene-SLC25A10	SLC25A10	18.073498	10.456439	87.260264	14.423754	45.24273	7.610135	97.993629	83.249453	19.075603	0	61.178619	64.403607
gene-SLC25A11	SLC25A11	53.253942	302.147033	105.950314	443.750276	38.319365	392.235942	154.285628	92.859692	698.994407	3329.98853	68.107229	68.84768
gene-SLC25A12	SLC25A12	6.068965	209.517434	35.175644	453.571217	6.852223	155.318858	31.403095	7.658404	403.693716	631.163563	10.241269	10.114564
gene-SLC25A13	SLC25A13	1.811196	1.698424	100.970454	0.94342	3.198983	1.229448	60.799846	8.497045	1.030744	0	14.340675	13.637524
gene-SLC25A14	SLC25A14	7.368374	3.561253	23.369957	4.012902	5.162124	3.838216	18.72337	16.019602	2.992836	0	17.878226	17.989998
gene-SLC25A15	SLC25A15	18.492398	17.37869	9.343745	32.403107	33.733131	9.946835	8.01417	23.732825	21.634251	0	33.615894	35.640661
gene-SLC25A16	SLC25A16	7.687232	10.989678	44.6153	3.557803	13.54763	8.856087	24.718049	37.445505	2.381445	0	69.561192	68.888072
gene-SLC25A17	SLC25A17	5.522681	18.939508	28.213303	16.422016	6.084697	18.572187	21.414655	13.930945	13.19817	0	17.657946	16.905202
gene-SLC25A18	SLC25A18	0	2.903132	4.317209	1.198462	2.996104	0.644236	1.402042	0.132579	0.346322	0	2.206334	1.948198
gene-SLC25A19	SLC25A19	1.017298	9.937689	13.792618	9.159322	2.827441	7.284917	15.50116	9.52482	9.190261	0	7.728963	7.770741
gene-SLC25A20	SLC25A20	28.057774	278.987405	104.165534	162.25635	48.832488	267.399334	129.990596	118.360136	241.004615	0	96.975925	100.185236
gene-SLC25A21	SLC25A21	0.15769	0.167142	3.040961	0.681481	0.74434	0.065543	1.806788	0.542906	0.479169	0	0.546431	0.725
gene-SLC25A22	SLC25A22	67.547148	31.01832	25.222879	9.758741	87.496973	39.855701	60.282935	182.828026	29.819262	0	82.802949	83.388017
gene-SLC25A23	SLC25A23	1.509981	3.146623	54.303883	1.288589	15.504052	6.106183	128.362184	21.595798	3.232924	0	18.539007	18.29104
gene-SLC25A25	SLC25A25	7.088592	34.546668	107.073883	40.114618	21.709842	20.285752	84.055424	22.403393	44.079334	0	26.462524	25.792202
gene-SLC25A26	SLC25A26	5.456574	21.516035	25.127956	23.617873	4.793708	23.084566	28.13857	19.838076	23.890207	0	18.128983	18.291864
gene-SLC25A27	SLC25A27	5.753188	9.585376	5.868723	26.295771	6.271722	8.653585	5.963867	1.937964	22.242144	0	2.978234	3.072826
gene-SLC25A28	SLC25A28	32.109646	73.60037	55.908599	59.52819	16.990336	142.835736	118.68342	46.6482	121.147013	755.657758	26.526077	28.329558
gene-SLC25A3	SLC25A3	3029.976546	2047.112015	1537.575269	2926.48155	1243.469678	2569.07925	1883.560349	1903.201581	2980.773855	1544.336829	1708.60395	1748.383353
gene-SLC25A30	SLC25A30	1.127503	12.373842	128.352731	5.49371	5.177266	7.839391	71.999096	4.222221	2.123267	0	11.825699	12.169752
gene-SLC25A31	SLC25A31	0	0	0	0	0	0	0	0	0	0	0	0
gene-SLC25A32	SLC25A32	6.711554	68.590217	63.993342	39.892436	9.294208	49.294437	41.304164	24.882493	26.351021	0	39.666315	39.953382
gene-SLC25A33	SLC25A33	8.237363	182.927249	322.535844	369.417432	6.795672	206.313921	379.951771	15.839763	341.337909	4868.902147	15.069343	15.433915
gene-SLC25A34	SLC25A34	13.622281	89.526194	47.069577	51.518878	21.49165	74.157166	56.532991	32.799882	63.840743	0	22.719328	23.123711
gene-SLC25A35	SLC25A35	5.119197	8.865183	30.498101	5.578793	3.247615	20.041455	122.402031	16.90383	19.163576	0	5.849761	6.358685
gene-SLC25A36	SLC25A36	27.76042	41.726501	333.229552	17.869668	58.723505	25.636879	211.51574	42.482108	13.046024	0	73.39806	72.118856
gene-SLC25A37	SLC25A37	4.017508	0.335254	2.068258	0.747404	3.034656	0.43181	3.153637	11.837741	1.069578	0	10.360684	9.864405
gene-SLC25A38	SLC25A38	27.239597	9.548224	18.362817	4.113316	18.881401	11.291905	23.63237	17.557855	5.754913	0	12.597598	12.315738
gene-SLC25A39	SLC25A39	267.291728	66.031686	163.589753	34.817567	176.648478	130.950129	521.845652	332.430254	108.674944	0	123.052339	122.081855
gene-SLC25A4	SLC25A4	40.681407	7062.644508	781.483757	10764.579008	24.035329	8647.189656	1047.774541	14.282056	12250.41834	5951.207791	11.435968	10.420499
gene-SLC25A40	SLC25A40	24.128559	24.169087	49.32422	20.989808	21.396798	15.883357	29.164013	28.281632	15.08542	0	42.288819	41.013116
gene-SLC25A41	SLC25A41	0	0	0	0	0	0	0.056912	0	0	0	0	0
gene-SLC25A42	SLC25A42	14.796981	127.518815	48.668342	26.998336	16.290244	131.410721	86.14687	21.837035	46.950828	0	12.705657	12.641715
gene-SLC25A43	SLC25A43	1.438056	2.76401	4.713348	2.274144	1.684744	3.052992	3.838163	7.576376	2.16812	0	9.785529	9.530442
gene-SLC25A44	SLC25A44	9.061092	58.156891	67.349901	11.727088	30.407051	37.088055	77.153106	30.791157	20.100797	0	32.100627	31.181929
gene-SLC25A45	SLC25A45	15.756157	2.245287	46.042542	0.045338	22.243585	5.720097	93.573122	30.653673	0.212866	0	11.57266	11.497917
gene-SLC25A46	SLC25A46	10.623493	108.099414	114.127684	85.921301	24.19581	40.943116	49.237809	32.98325	36.185892	0	71.923164	72.931972
gene-SLC25A47	SLC25A47	0	0.182193	1.646591	0.025421	0.114519	0.193784	0.581691	0.301701	0.009903	0	0.858672	0.8414
gene-SLC25A48	SLC25A48	10.530429	0.018476	17.356578	0	20.589681	0	25.607674	8.596683	0	0	4.331064	5.043023
gene-SLC25A5	SLC25A5	4302.705906	19.807122	1080.396124	24.454881	1889.220613	22.916991	1113.458838	3674.256511	21.720265	0	2884.596537	2924.148269
gene-SLC25A51	SLC25A51	18.733672	46.051631	81.585827	34.816419	74.285504	21.482394	50.113382	60.523313	25.87251	0	129.062094	130.284323
gene-SLC25A53	SLC25A53	0.06276	0.030844	0	0	0.744298	0	0.04224	0.080874	0	0	0.126755	0.187759
gene-SLC26A10	SLC26A10	0.302307	6.159522	2.455523	3.430438	0.271822	16.549559	5.030967	0.282759	9.057839	0	0.175143	0.194615
gene-SLC26A11	SLC26A11	0.637152	0.11306	1.267512	0.425645	1.894218	0.20205	2.146089	2.175445	0.527539	0	1.30105	1.590677
gene-SLC26A2	SLC26A2	0.25493	32.199156	255.043508	20.579661	13.510613	4.173944	62.873624	6.212818	4.884049	0	46.541578	47.791709
gene-SLC26A3	SLC26A3	65.258883	0.019469	0.355864	0.056992	108.041653	0.005597	0.197462	113.96643	0	0	192.169389	189.444454
gene-SLC26A4	SLC26A4	0.148166	0.054686	144.411977	0.334496	1.146493	0.005901	107.822673	0.147331	0.0995	0	0.487123	0.339925
gene-SLC26A5	SLC26A5	0.019764	0.595064	1.836651	0.17739	0.09735	0.050286	0.128876	0.038886	0.00471	0	0.682424	0.817279
gene-SLC26A7	SLC26A7	0	31.22152	0.152839	132.805628	0	18.396789	0.300992	0	97.654741	271.245796	0.016376	0.012126
gene-SLC26A8	SLC26A8	0.037974	0.018043	0.09894	0.037723	0.042796	0.042147	0.121858	0.011091	0	0	0.03298	0.073262
gene-SLC26A9	SLC26A9	0.009012	0.733558	0.073273	0.738811	0	1.072213	0.012434	0.002454	1.480126	0	0	0
gene-SLC27A1	SLC27A1	2.22446	58.474349	84.80859	42.921905	5.609734	52.185298	132.564506	13.309141	56.793133	0	6.480143	6.811507
gene-SLC27A2	SLC27A2	3.44678	0.020743	725.959229	0	6.656884	0.009031	560.70562	5.134261	0.010154	0	5.534014	5.950596
gene-SLC27A3	SLC27A3	1.929163	2.673551	4.66514	6.298438	1.666742	4.143705	8.683593	2.66564	10.421109	0	1.063341	1.621242
gene-SLC27A4	SLC27A4	85.364897	19.161278	52.549908	5.019811	98.361155	18.129778	68.331827	136.41954	6.293464	0	101.558922	100.600498
gene-SLC27A5	SLC27A5	2.29755	0.430175	14.307107	0.845346	1.297631	0.462993	18.966934	2.00318	1.479368	0	1.408035	1.137911
gene-SLC27A6	SLC27A6	2.924985	8.529962	134.875029	13.462249	3.541848	6.599067	78.298324	3.252077	8.713281	0	4.473372	3.785307
gene-SLC28A1	SLC28A1	13.915448	4.876888	14.085231	5.620154	48.171922	12.565241	29.088518	21.926784	15.017544	0	15.615847	15.02092
gene-SLC28A2	SLC28A2	102.510384	0.425423	1.400488	0.124738	88.103102	0.841022	1.957364	65.699551	0.165661	0	94.190074	97.693772
gene-SLC28A3	SLC28A3	0	0.021457	0.313769	0.008975	0.040645	0.006179	0.201219	0.004407	0	0	0	0.050805
gene-SLC29A1	SLC29A1	2.12293	4.729769	6.13588	3.563418	1.321705	7.085261	16.79178	3.086737	6.82035	0	1.159604	1.005217
gene-SLC29A2	SLC29A2	0.530349	13.498057	1.326163	3.085087	1.311497	14.013556	5.040768	1.706927	7.976322	0	0.83663	0.921915
gene-SLC29A3	SLC29A3	4.744966	0.544469	7.165488	0.467079	5.758653	0.724647	9.961326	4.185883	0.672989	0	2.807506	2.668698
gene-SLC2A1	SLC2A1	8.858088	2.756282	50.138516	4.02408	13.527124	4.264341	42.857067	18.694154	3.264976	0	19.803842	18.843214
gene-SLC2A10	SLC2A10	0.039685	0.211331	0.845276	0.445606	0.288542	0.267232	0.460942	0.159296	0.395703	0	0.196693	0.193237
gene-SLC2A11	SLC2A11	0.308997	3.546435	17.143678	3.509151	0.546076	7.473114	27.342108	0.47896	5.94614	0	0.139038	0.226627
gene-SLC2A12	SLC2A12	0.935529	50.733485	16.006253	12.555278	5.352591	15.251443	8.39746	5.173917	6.623144	0	12.229265	12.326371
gene-SLC2A13	SLC2A13	0.093665	1.679305	9.918224	1.035947	2.274898	0.814144	2.975547	0.732168	0.285648	0	3.00025	3.199766
gene-SLC2A2	SLC2A2	37.225647	0	203.166657	0.025842	88.677689	0	61.275072	150.156243	0.040284	0	415.731297	409.795759
gene-SLC2A3	SLC2A3	1.757991	10.959996	5.436306	5.787058	2.238404	5.741813	1.825521	1.359491	2.300375	0	3.619195	3.580246
gene-SLC2A4	SLC2A4	16.902756	986.380156	23.959427	631.98886	12.641875	820.524078	36.470628	9.8443	727.856471	1625.126225	7.363299	7.964948
gene-SLC2A4RG	SLC2A4RG	1.403774	0.720234	7.698048	0.733318	1.680091	0.739016	10.366588	1.378633	1.234214	0	0.678909	0.921216
gene-SLC2A5	SLC2A5	327.490692	18.632626	98.01628	15.818981	354.617887	22.916686	100.287299	566.156342	17.477126	0	479.855668	474.190465
gene-SLC2A6	SLC2A6	0.07267	0.070068	0.219552	0.025138	0.311491	0.095792	0.519934	0.316486	0.078325	0	0.109574	0.142067
gene-SLC2A8	SLC2A8	5.290883	15.430992	14.433544	7.902123	7.188934	14.301285	18.530633	18.069888	10.78423	0	10.601223	11.635943
gene-SLC2A9	SLC2A9	32.203389	0.135516	128.669981	0.064784	36.725915	0.366298	182.455218	47.380314	0.11338	0	35.136132	34.844947
gene-SLC30A1	SLC30A1	6.727887	10.771806	48.300332	17.487557	15.818058	4.547581	18.111667	12.220181	6.818549	0	41.045251	39.708226
gene-SLC30A10	SLC30A10	39.895518	0.490348	1.767348	0.060659	54.033084	0.262366	1.662568	42.493328	0.053624	0	61.991119	62.220708
gene-SLC30A2	SLC30A2	1.147387	3.135945	54.563067	0.348524	3.996811	5.083442	57.568341	0.41307	0.53363	0	0.494647	0.549867
gene-SLC30A3	SLC30A3	0.0866	0.45725	6.40156	0	0.133271	1.072209	21.25274	0.459165	0.095411	0	0.114019	0.105521
gene-SLC30A4	SLC30A4	21.177833	107.520393	35.424493	40.473722	37.191233	40.288949	15.907816	54.32048	30.359266	0	106.998137	106.764362
gene-SLC30A5	SLC30A5	11.786954	44.509775	50.180967	16.306625	32.70917	20.116926	22.017224	41.701348	8.156584	0	98.166639	96.147435
gene-SLC30A6	SLC30A6	2.021602	28.694333	44.8058	18.220381	14.263969	6.74509	10.969511	10.629533	6.660228	0	46.852774	43.220167
gene-SLC30A7	SLC30A7	4.922741	6.409302	38.706475	5.394416	20.318332	4.815281	27.905304	19.072653	3.726427	0	35.399184	36.2322
gene-SLC30A8	SLC30A8	0.210841	0	0.076742	0.017592	0.07871	0	0.044499	0.078759	0	0	0.152919	0.226716
gene-SLC30A9	SLC30A9	8.619297	161.247917	230.20789	94.336119	17.062589	95.086701	103.62415	33.389661	50.023899	0	61.640352	61.797337
gene-SLC31A1	SLC31A1	31.378001	126.837222	303.977319	90.916778	212.284678	26.259519	144.516662	57.23493	74.477032	0	155.180854	158.911955
gene-SLC31A2	SLC31A2	8.328074	15.138712	74.198774	16.741149	7.172692	17.480478	74.646618	10.060189	15.234063	0	10.215892	10.135124
gene-SLC32A1	SLC32A1	0	0	0	0	0	0.021522	0	0	0.0242	0	0	0
gene-SLC33A1	SLC33A1	5.266476	26.568825	88.837431	8.177382	15.16677	13.283301	36.560605	21.271122	5.141797	0	46.185481	45.737913
gene-SLC34A1	SLC34A1	0	0	678.373582	0	0	0	1599.10405	0.030158	0	0	0	0
gene-SLC34A2	SLC34A2	29.369721	0.032809	2.049013	0.013721	45.134733	0.014118	4.664069	17.286796	0	0	14.741356	14.707046
gene-SLC34A3	SLC34A3	0.959569	0.011112	1.685747	0	1.051315	0	2.613193	0.262392	0.032696	0	0.364726	0.29278
gene-SLC35A1	SLC35A1	15.063699	13.94506	38.007401	11.609258	12.092363	12.489976	22.403224	24.351325	7.482296	0	37.081981	36.711703
gene-SLC35A2	SLC35A2	8.181341	1.984815	6.163462	2.01239	9.066581	2.507922	11.910205	16.394963	4.255142	0	10.968294	11.250818
gene-SLC35A3	SLC35A3	18.704672	11.238482	30.989621	4.177885	22.900003	10.061108	37.345484	57.294539	4.638451	0	51.92953	52.522678
gene-SLC35A4	SLC35A4	7.677227	10.604459	21.455515	5.024846	17.91787	12.004911	57.278973	40.56283	15.511497	0	19.558231	19.326664
gene-SLC35A5	SLC35A5	21.885485	11.971686	36.384669	8.547063	26.475288	8.741846	21.066207	26.633133	6.239763	0	46.46239	45.68447
gene-SLC35B1	SLC35B1	152.301679	128.085705	154.559354	88.794312	82.206292	168.521024	180.401593	165.838638	97.162958	0	133.098846	143.096967
gene-SLC35B2	SLC35B2	19.336466	9.605267	31.648277	8.634721	10.819172	13.894168	47.783294	34.901103	11.476946	0	27.021231	28.219868
gene-SLC35B3	SLC35B3	8.584908	4.096879	15.795958	3.802076	11.683962	2.513011	7.968425	14.482566	1.763743	0	28.61751	27.501177
gene-SLC35B4	SLC35B4	7.948626	2.118432	15.782839	1.836193	5.581904	2.400577	11.549692	17.47257	1.72182	0	20.972345	21.434373
gene-SLC35C1	SLC35C1	28.093759	51.966674	31.544315	3.505026	27.227365	75.975855	79.911301	70.240874	11.638218	0	34.919689	35.481538
gene-SLC35C2	SLC35C2	90.606017	11.896644	21.918973	6.883937	82.734061	14.856084	31.12853	123.800651	9.38222	0	81.290801	85.940577
gene-SLC35D1	SLC35D1	1.979961	7.483081	13.829178	5.209097	9.081579	1.314773	3.695808	5.724318	2.588194	0	22.461584	21.934093
gene-SLC35D2	SLC35D2	43.693732	3.009065	29.321362	4.634924	35.637641	4.946047	32.467549	72.376966	3.4822	0	65.198011	63.866928
gene-SLC35D3	SLC35D3	0.871055	0.019997	0.036552	0	0.495014	0	0.102295	0.638456	0	0	0.629359	0.780507
gene-SLC35E1	SLC35E1	45.2707	93.10324	62.47591	41.554577	54.0876	58.160844	46.521409	61.852205	33.605396	0	87.1369	87.325756
gene-SLC35E3	SLC35E3	0.039838	6.344929	13.767268	11.927415	2.268093	2.869531	5.988564	1.449081	6.361786	0	5.404735	4.609722
gene-SLC35E4	SLC35E4	2.113082	20.251961	10.216472	6.626828	4.254396	12.911111	12.80473	4.622797	7.303725	0	3.707138	3.575633
gene-SLC35F1	SLC35F1	0.884885	2.652738	3.004548	3.249322	1.702126	3.677677	2.399298	0.987983	2.963521	0	1.507511	1.592298
gene-SLC35F2	SLC35F2	21.047011	0.349032	76.256202	0.335177	21.946836	0.393213	75.92868	25.391966	0.361708	0	23.596176	24.184127
gene-SLC35F3	SLC35F3	3.670676	0.04481	0.851816	0.011251	3.098043	0.046661	1.991192	6.824818	0	0	4.760442	5.335019
gene-SLC35F4	SLC35F4	0.016571	0	0	0	0.068435	0	0	0.045342	0	0	0.099524	0.184393
gene-SLC35F5	SLC35F5	30.873846	68.594028	99.726665	23.504405	36.331537	51.352392	66.289679	57.849811	16.884629	0	87.348055	85.368122
gene-SLC35F6	SLC35F6	5.990899	33.382351	33.736889	9.368559	7.724186	27.454624	37.915515	8.833212	11.488276	0	5.876959	5.477545
gene-SLC35G1	SLC35G1	2.797988	0.282161	30.821331	0.481777	10.215371	0.246404	23.504674	11.358902	0.436104	0	34.265945	36.264138
gene-SLC35G2	SLC35G2	1.298688	0.268398	3.20651	0.134732	1.000564	0.121314	0.946564	1.005395	0.109133	0	1.256033	1.290461
gene-SLC35G6	SLC35G6	0	0	0	0	0.107038	0.034147	0	0	0	0	0	0
